"","id","symbol","seqnames","strand","TSS","CAGE_representative_TSS","type"
"1049","ENSG00000130475","FCHO1","chr19","+",17858527,17858565,"protein_coding"
"1050","ENSG00000162231","NXF1","chr11","-",62573774,62572911,"protein_coding"
"1051","ENSG00000141543","EIF4A3","chr17","-",78120982,78120957,"protein_coding"
"1052","ENSG00000039600","SOX30","chr5","-",157098488,157079385,"protein_coding"
"1053","ENSG00000110367","DDX6","chr11","-",118661858,118661859,"protein_coding"
"1054","ENSG00000122692","SMU1","chr9","-",33076657,33076669,"protein_coding"
"1055","ENSG00000174106","LEMD3","chr12","+",65563351,65563363,"protein_coding"
"1056","ENSG00000133392","MYH11","chr16","-",15950890,15950885,"protein_coding"
"1057","ENSG00000137710","RDX","chr11","-",110167447,110167339,"protein_coding"
"1058","ENSG00000163811","WDR43","chr2","+",29117509,29117556,"protein_coding"
"1059","ENSG00000011451","WIZ","chr19","-",15560762,15543496,"protein_coding"
"1060","ENSG00000074047","GLI2","chr2","+",121493199,121493457,"protein_coding"
"1061","ENSG00000087095","NLK","chr17","+",26368763,26368784,"protein_coding"
"1062","ENSG00000215301","DDX3X","chrX","+",41192601,41193415,"protein_coding"
"1063","ENSG00000114166","KAT2B","chr3","+",20081515,20081895,"protein_coding"
"1064","ENSG00000099308","MAST3","chr19","+",18208603,18208588,"protein_coding"
"1065","ENSG00000120705","ETF1","chr5","-",137878989,137878898,"protein_coding"
"1066","ENSG00000033327","GAB2","chr11","-",78129394,78128866,"protein_coding"
"1067","ENSG00000144218","AFF3","chr2","-",100759201,100759024,"protein_coding"
"1068","ENSG00000135503","ACVR1B","chr12","+",52345451,52345487,"protein_coding"
"1069","ENSG00000101126","ADNP","chr20","-",49547777,49547974,"protein_coding"
"1070","ENSG00000130826","DKC1","chrX","+",153991017,153991148,"protein_coding"
"1071","ENSG00000175792","RUVBL1","chr3","-",127872757,127842655,"protein_coding"
"1072","ENSG00000141736","ERBB2","chr17","+",37844167,37856317,"protein_coding"
"1073","ENSG00000108306","FBXL20","chr17","-",37558776,37557878,"protein_coding"
"1074","ENSG00000145632","PLK2","chr5","-",57756087,57755913,"protein_coding"
"1075","ENSG00000152234","ATP5A1","chr18","-",43684300,43678251,"protein_coding"
"1076","ENSG00000145819","ARHGAP26","chr5","+",142149949,142149972,"protein_coding"
"1077","ENSG00000168066","SF1","chr11","-",64546258,64546003,"protein_coding"
"1078","ENSG00000143772","ITPKB","chr1","-",226927024,226926979,"protein_coding"
"1079","ENSG00000047849","MAP4","chr3","-",48130762,48130338,"protein_coding"
"1080","ENSG00000141376","BCAS3","chr17","+",58754814,58755231,"protein_coding"
"1081","ENSG00000119125","GDA","chr9","+",74729511,74764356,"protein_coding"
"1082","ENSG00000173039","RELA","chr11","-",65430565,65430387,"protein_coding"
"1083","ENSG00000177565","TBL1XR1","chr3","-",176915184,176915248,"protein_coding"
"1084","ENSG00000141446","ESCO1","chr18","-",19180845,19180665,"protein_coding"
"1085","ENSG00000007372","PAX6","chr11","-",31839509,31832669,"protein_coding"
"1086","ENSG00000018510","AGPS","chr2","+",178257372,178257501,"protein_coding"
"1087","ENSG00000049192","ADAMTS6","chr5","-",64777747,64777675,"protein_coding"
"1088","ENSG00000151923","TIAL1","chr10","-",121356541,121356174,"protein_coding"
"1089","ENSG00000101746","NOL4","chr18","-",31804916,31804877,"protein_coding"
"1090","ENSG00000126461","SCAF1","chr19","+",50145382,50145474,"protein_coding"
"1091","ENSG00000150753","CCT5","chr5","+",10250033,10250400,"protein_coding"
"1092","ENSG00000104365","IKBKB","chr8","+",42128820,42128836,"protein_coding"
"1093","ENSG00000048740","CELF2","chr10","+",11047284,11207447,"protein_coding"
"1094","ENSG00000160445","ZER1","chr9","-",131534693,131534200,"protein_coding"
"1095","ENSG00000067842","ATP2B3","chrX","+",152783134,152783100,"protein_coding"
"1096","ENSG00000149930","TAOK2","chr16","+",29984962,29985193,"protein_coding"
"1097","ENSG00000163531","NFASC","chr1","+",204797779,204797803,"protein_coding"
"1098","ENSG00000155966","AFF2","chrX","+",147582139,147582261,"protein_coding"
"1099","ENSG00000135018","UBQLN1","chr9","-",86323118,86322859,"protein_coding"
"1100","ENSG00000132005","RFX1","chr19","-",14117851,14117132,"protein_coding"
"1101","ENSG00000060339","CCAR1","chr10","+",70480769,70480996,"protein_coding"
"1102","ENSG00000163468","CCT3","chr1","-",156337664,156308048,"protein_coding"
"1103","ENSG00000113319","RASGRF2","chr5","+",80256491,80256182,"protein_coding"
"1104","ENSG00000075711","DLG1","chr3","-",197026171,197025483,"protein_coding"
"1105","ENSG00000011304","PTBP1","chr19","+",797075,797452,"protein_coding"
"1106","ENSG00000118873","RAB3GAP2","chr1","-",220445796,220445772,"protein_coding"
"1107","ENSG00000082701","GSK3B","chr3","-",119813264,119813294,"protein_coding"
"1108","ENSG00000149289","ZC3H12C","chr11","+",109964087,109963837,"protein_coding"
"1109","ENSG00000143393","PI4KB","chr1","-",151300191,151299876,"protein_coding"
"1110","ENSG00000213341","CHUK","chr10","-",101989376,101989353,"protein_coding"
"1111","ENSG00000196363","WDR5","chr9","+",137000487,137001210,"protein_coding"
"1112","ENSG00000126581","BECN1","chr17","-",40985367,40976299,"protein_coding"
"1113","ENSG00000182446","NPLOC4","chr17","-",79615495,79604138,"protein_coding"
"1114","ENSG00000089250","NOS1","chr12","-",117889975,117799119,"protein_coding"
"1115","ENSG00000106346","USP42","chr7","+",6144515,6144580,"protein_coding"
"1116","ENSG00000041515","MYO16","chr13","+",109248500,109282000,"protein_coding"
"1117","ENSG00000146648","EGFR","chr7","+",55086714,55086710,"protein_coding"
"1118","ENSG00000146731","CCT6A","chr7","+",56119323,56119458,"protein_coding"
"1119","ENSG00000125675","GRIA3","chrX","+",122318006,122318132,"protein_coding"
"1120","ENSG00000163462","TRIM46","chr1","+",155146263,155146355,"protein_coding"
"1121","ENSG00000105464","GRIN2D","chr19","+",48898132,48898132,"protein_coding"
"1122","ENSG00000122778","KIAA1549","chr7","-",138666064,138666135,"protein_coding"
"1123","ENSG00000113721","PDGFRB","chr5","-",149535435,149535408,"protein_coding"
"1124","ENSG00000147010","SH3KBP1","chrX","-",19905719,19905672,"protein_coding"
"1125","ENSG00000157741","UBN2","chr7","+",138915102,138915983,"protein_coding"
"1126","ENSG00000173020","ADRBK1","chr11","+",67033881,67033944,"protein_coding"
"1127","ENSG00000149187","CELF1","chr11","-",47587121,47574682,"protein_coding"
"1128","ENSG00000109452","INPP4B","chr4","-",143768585,143326578,"protein_coding"
"1129","ENSG00000079785","DDX1","chr2","+",15731302,15731992,"protein_coding"
"1130","ENSG00000134453","RBM17","chr10","+",6130950,6130997,"protein_coding"
"1131","ENSG00000143614","GATAD2B","chr1","-",153895451,153895448,"protein_coding"
"1132","ENSG00000108001","EBF3","chr10","-",131762105,131762538,"protein_coding"
"1133","ENSG00000064102","ASUN","chr12","-",27091259,27090913,"protein_coding"
"1134","ENSG00000164134","NAA15","chr4","+",140222609,140222660,"protein_coding"
"1135","ENSG00000198780","FAM169A","chr5","-",74162776,74162212,"protein_coding"
"1136","ENSG00000159217","IGF2BP1","chr17","+",47074774,47074863,"protein_coding"
"1137","ENSG00000136715","SAP130","chr2","-",128785694,128785633,"protein_coding"
"1138","ENSG00000198625","MDM4","chr1","+",204485507,204485537,"protein_coding"
"1139","ENSG00000105270","CLIP3","chr19","-",36524245,36523775,"protein_coding"
"1140","ENSG00000110107","PRPF19","chr11","-",60674060,60674057,"protein_coding"
"1141","ENSG00000143207","RFWD2","chr1","-",176176629,176176380,"protein_coding"
"1142","ENSG00000182944","EWSR1","chr22","+",29663998,29664257,"protein_coding"
"1143","ENSG00000154845","PPP4R1","chr18","-",9615238,9614557,"protein_coding"
"1144","ENSG00000109466","KLHL2","chr4","+",166128770,166128752,"protein_coding"
"1145","ENSG00000198963","RORB","chr9","+",77112281,77112251,"protein_coding"
"1146","ENSG00000179134","SAMD4B","chr19","+",39833036,39833071,"protein_coding"
"1147","ENSG00000137693","YAP1","chr11","+",101981192,101981181,"protein_coding"
"1148","ENSG00000116604","MEF2D","chr1","-",156470620,156470567,"protein_coding"
"1149","ENSG00000165025","SYK","chr9","+",93564069,93564101,"protein_coding"
"1150","ENSG00000101445","PPP1R16B","chr20","+",37434348,37434340,"protein_coding"
"1151","ENSG00000128512","DOCK4","chr7","-",111846466,111846449,"protein_coding"
"1152","ENSG00000111676","ATN1","chr12","+",7033626,7036976,"protein_coding"
"1153","ENSG00000184384","MAML2","chr11","-",96076344,96076359,"protein_coding"
"1154","ENSG00000152670","DDX4","chr5","+",55033845,55033889,"protein_coding"
"1155","ENSG00000117859","OSBPL9","chr1","+",52042851,52082764,"protein_coding"
"1156","ENSG00000121274","PAPD5","chr16","+",50186829,50186826,"protein_coding"
"1157","ENSG00000144711","IQSEC1","chr3","-",13114617,13009230,"protein_coding"
"1158","ENSG00000136448","NMT1","chr17","+",43128978,43138690,"protein_coding"
"1159","ENSG00000101849","TBL1X","chrX","+",9431335,9433109,"protein_coding"
"1160","ENSG00000181789","COPG1","chr3","+",128968449,128968449,"protein_coding"
"1161","ENSG00000174282","ZBTB4","chr17","-",7387582,7387568,"protein_coding"
"1162","ENSG00000112541","PDE10A","chr6","-",166400091,166075768,"protein_coding"
"1163","ENSG00000076003","MCM6","chr2","-",136633996,136634013,"protein_coding"
"1164","ENSG00000134852","CLOCK","chr4","-",56413305,56413048,"protein_coding"
"1165","ENSG00000167614","TTYH1","chr19","+",54926393,54926642,"protein_coding"
"1166","ENSG00000102098","SCML2","chrX","-",18372847,18372806,"protein_coding"
"1167","ENSG00000164463","CREBRF","chr5","+",172483355,172483393,"protein_coding"
"1168","ENSG00000131323","TRAF3","chr14","+",103243813,103243942,"protein_coding"
"1169","ENSG00000154928","EPHB1","chr3","+",134316643,134514102,"protein_coding"
"1170","ENSG00000167615","LENG8","chr19","+",54960065,54960378,"protein_coding"
"1171","ENSG00000186908","ZDHHC17","chr12","+",77157368,77158038,"protein_coding"
"1172","ENSG00000065970","FOXJ2","chr12","+",8185299,8185314,"protein_coding"
"1173","ENSG00000169249","ZRSR2","chrX","+",15808595,15808607,"protein_coding"
"1174","ENSG00000048052","HDAC9","chr7","+",18126572,18548967,"protein_coding"
"1175","ENSG00000112941","PAPD7","chr5","+",6713120,6713573,"protein_coding"
"1176","ENSG00000101349","PAK7","chr20","-",9819689,9819518,"protein_coding"
"1177","ENSG00000161021","MAML1","chr5","+",179159851,179159832,"protein_coding"
"1178","ENSG00000162337","LRP5","chr11","+",68080077,68080093,"protein_coding"
"1179","ENSG00000105855","ITGB8","chr7","+",20370325,20370338,"protein_coding"
"1180","ENSG00000064393","HIPK2","chr7","-",139477577,139477797,"protein_coding"
"1181","ENSG00000135341","MAP3K7","chr6","-",91296764,91296786,"protein_coding"
"1182","ENSG00000115091","ACTR3","chr2","+",114647537,114647708,"protein_coding"
"1183","ENSG00000185697","MYBL1","chr8","-",67526482,67525489,"protein_coding"
"1184","ENSG00000157851","DPYSL5","chr2","+",27070615,27071000,"protein_coding"
"1185","ENSG00000102226","USP11","chrX","+",47092089,47092423,"protein_coding"
"1186","ENSG00000135913","USP37","chr2","-",219433084,219433060,"protein_coding"
"1187","ENSG00000113441","LNPEP","chr5","+",96271098,96271093,"protein_coding"
"1188","ENSG00000163904","SENP2","chr3","+",185300284,185304097,"protein_coding"
"1189","ENSG00000240682","ISY1","chr3","-",128880136,128879906,"protein_coding"
"1190","ENSG00000118985","ELL2","chr5","-",95297775,95297550,"protein_coding"
"1191","ENSG00000146122","DAAM2","chr6","+",39760074,39760152,"protein_coding"
"1192","ENSG00000145675","PIK3R1","chr5","+",67511548,67511590,"protein_coding"
"1193","ENSG00000172943","PHF8","chrX","-",54075391,54070895,"protein_coding"
"1194","ENSG00000154174","TOMM70A","chr3","-",100120242,100119926,"protein_coding"
"1195","ENSG00000174437","ATP2A2","chr12","+",110718561,110719071,"protein_coding"
"1196","ENSG00000171566","PLRG1","chr4","-",155471587,155471548,"protein_coding"
"1197","ENSG00000108443","RPS6KB1","chr17","+",57970407,57970482,"protein_coding"
"1198","ENSG00000197771","MCMBP","chr10","-",121652068,121632355,"protein_coding"
"1199","ENSG00000129675","ARHGEF6","chrX","-",135864247,135849907,"protein_coding"
"1200","ENSG00000131067","GGT7","chr20","-",33460663,33460659,"protein_coding"
"1201","ENSG00000073584","SMARCE1","chr17","-",38804760,38804070,"protein_coding"
"1202","ENSG00000186432","KPNA4","chr3","-",160283376,160283359,"protein_coding"
"1203","ENSG00000198952","SMG5","chr1","-",156252616,156252616,"protein_coding"
"1204","ENSG00000114933","INO80D","chr2","-",206951027,206950898,"protein_coding"
"1205","ENSG00000131788","PIAS3","chr1","+",145575233,145575287,"protein_coding"
"1206","ENSG00000006634","DBF4","chr7","+",87505531,87505808,"protein_coding"
"1207","ENSG00000116809","ZBTB17","chr1","-",16302627,16302574,"protein_coding"
"1208","ENSG00000172375","C2CD2L","chr11","+",118972908,118978054,"protein_coding"
"1209","ENSG00000138814","PPP3CA","chr4","-",102269435,102268657,"protein_coding"
"1210","ENSG00000149091","DGKZ","chr11","+",46354455,46369016,"protein_coding"
"1211","ENSG00000070614","NDST1","chr5","+",149865381,149865495,"protein_coding"
"1212","ENSG00000186174","BCL9L","chr11","-",118796317,118796635,"protein_coding"
"1213","ENSG00000082641","NFE2L1","chr17","+",46125691,46126146,"protein_coding"
"1214","ENSG00000143324","XPR1","chr1","+",180601140,180601158,"protein_coding"
"1215","ENSG00000160679","CHTOP","chr1","+",153606458,153606556,"protein_coding"
"1216","ENSG00000155363","MOV10","chr1","+",113215763,113217109,"protein_coding"
"1217","ENSG00000147251","DOCK11","chrX","+",117629861,117629778,"protein_coding"
"1218","ENSG00000095015","MAP3K1","chr5","+",56111401,56111376,"protein_coding"
"1219","ENSG00000072736","NFATC3","chr16","+",68118654,68119348,"protein_coding"
"1220","ENSG00000170325","PRDM10","chr11","-",129872730,129872730,"protein_coding"
"1221","ENSG00000004866","ST7","chr7","+",116593292,116593555,"protein_coding"
"1222","ENSG00000113194","FAF2","chr5","+",175874629,175875386,"protein_coding"
"1223","ENSG00000183454","GRIN2A","chr16","-",10276611,10276739,"protein_coding"
"1224","ENSG00000165732","DDX21","chr10","+",70715884,70715926,"protein_coding"
"1225","ENSG00000157445","CACNA2D3","chr3","+",54156574,54156615,"protein_coding"
"1226","ENSG00000158987","RAPGEF6","chr5","-",130970929,130970910,"protein_coding"
"1227","ENSG00000061273","HDAC7","chr12","-",48226915,48213686,"protein_coding"
"1228","ENSG00000155111","CDK19","chr6","-",111137161,111136672,"protein_coding"
"1229","ENSG00000136824","SMC2","chr9","+",106856541,106856602,"protein_coding"
"1230","ENSG00000070808","CAMK2A","chr5","-",149669854,149669336,"protein_coding"
"1231","ENSG00000170515","PA2G4","chr12","+",56498103,56498350,"protein_coding"
"1232","ENSG00000239697","TNFSF12","chr17","+",7452208,7452375,"protein_coding"
"1233","ENSG00000105325","FZR1","chr19","+",3506271,3506309,"protein_coding"
"1234","ENSG00000078043","PIAS2","chr18","-",44500123,44497468,"protein_coding"
"1235","ENSG00000205302","SNX2","chr5","+",122110691,122110777,"protein_coding"
"1236","ENSG00000184575","XPOT","chr12","+",64798130,64798344,"protein_coding"
"1237","ENSG00000140807","NKD1","chr16","+",50582241,50582307,"protein_coding"
"1238","ENSG00000105707","HPN","chr19","+",35531410,35532653,"protein_coding"
"1239","ENSG00000179119","SPTY2D1","chr11","-",18656338,18655889,"protein_coding"
"1240","ENSG00000150712","MTMR12","chr5","-",32313115,32313030,"protein_coding"
"1241","ENSG00000109971","HSPA8","chr11","-",122933938,122932844,"protein_coding"
"1242","ENSG00000154832","CXXC1","chr18","-",47814674,47814062,"protein_coding"
"1243","ENSG00000139182","CLSTN3","chr12","+",7282294,7282967,"protein_coding"
"1244","ENSG00000156313","RPGR","chrX","-",38186817,38186762,"protein_coding"
"1245","ENSG00000105063","PPP6R1","chr19","-",55770363,55770381,"protein_coding"
"1246","ENSG00000188419","CHM","chrX","-",85302566,85302558,"protein_coding"
"1247","ENSG00000196950","SLC39A10","chr2","+",196440701,196521959,"protein_coding"
"1248","ENSG00000109472","CPE","chr4","+",166282346,166300212,"protein_coding"
"1249","ENSG00000143365","RORC","chr1","-",151804348,151804274,"protein_coding"
"1250","ENSG00000134352","IL6ST","chr5","-",55290821,55290782,"protein_coding"
"1251","ENSG00000126012","KDM5C","chrX","-",53254604,53254389,"protein_coding"
"1252","ENSG00000115875","SRSF7","chr2","-",38978636,38978503,"protein_coding"
"1253","ENSG00000125386","FAM193A","chr4","+",2626988,2626988,"protein_coding"
"1254","ENSG00000105221","AKT2","chr19","-",40791443,40791252,"protein_coding"
"1255","ENSG00000136237","RAPGEF5","chr7","-",22396763,22233363,"protein_coding"
"1256","ENSG00000187098","MITF","chr3","+",69788586,69788633,"protein_coding"
"1257","ENSG00000102755","FLT1","chr13","-",29069265,29069265,"protein_coding"
"1258","ENSG00000008086","CDKL5","chrX","+",18443703,18443728,"protein_coding"
"1259","ENSG00000105879","CBLL1","chr7","+",107384142,107384590,"protein_coding"
"1260","ENSG00000081803","CADPS2","chr7","-",122526813,122526514,"protein_coding"
"1261","ENSG00000052795","FNIP2","chr4","+",159690290,159690178,"protein_coding"
"1262","ENSG00000118900","UBN1","chr16","+",4896666,4897494,"protein_coding"
"1263","ENSG00000163659","TIPARP","chr3","+",156391024,156392403,"protein_coding"
"1264","ENSG00000158864","NDUFS2","chr1","+",161166894,161172157,"protein_coding"
"1265","ENSG00000198563","DDX39B","chr6","-",31510225,31509780,"protein_coding"
"1266","ENSG00000090863","GLG1","chr16","-",74641042,74641012,"protein_coding"
"1267","ENSG00000165168","CYBB","chrX","+",37639264,37639312,"protein_coding"
"1268","ENSG00000138663","COPS4","chr4","+",83955600,83956354,"protein_coding"
"1269","ENSG00000112699","GMDS","chr6","-",2245926,2245839,"protein_coding"
"1270","ENSG00000078304","PPP2R5C","chr14","+",102228135,102276218,"protein_coding"
"1271","ENSG00000074266","EED","chr11","+",85955586,85955831,"protein_coding"
"1272","ENSG00000185591","SP1","chr12","+",53773960,53773960,"protein_coding"
"1273","ENSG00000116016","EPAS1","chr2","+",46520806,46524546,"protein_coding"
"1274","ENSG00000196453","ZNF777","chr7","-",149158214,149158200,"protein_coding"
"1275","ENSG00000080815","PSEN1","chr14","+",73603126,73603215,"protein_coding"
"1276","ENSG00000204231","RXRB","chr6","-",33168465,33168442,"protein_coding"
"1277","ENSG00000163932","PRKCD","chr3","+",53190025,53195233,"protein_coding"
"1278","ENSG00000101901","ALG13","chrX","+",110909039,110924407,"protein_coding"
"1279","ENSG00000033170","FUT8","chr14","+",65877310,65879448,"protein_coding"
"1280","ENSG00000149639","SOGA1","chr20","-",35492089,35491941,"protein_coding"
"1281","ENSG00000133627","ACTR3B","chr7","+",152456834,152456837,"protein_coding"
"1282","ENSG00000106484","MEST","chr7","+",130126012,130131927,"protein_coding"
"1283","ENSG00000008735","MAPK8IP2","chr22","+",51039114,51039224,"protein_coding"
"1284","ENSG00000160803","UBQLN4","chr1","-",156023585,156023588,"protein_coding"
"1285","ENSG00000112640","PPP2R5D","chr6","+",42952237,42952327,"protein_coding"
"1286","ENSG00000166833","NAV2","chr11","+",19372271,19734383,"protein_coding"
"1287","ENSG00000134775","FHOD3","chr18","+",33877677,33877676,"protein_coding"
"1288","ENSG00000135250","SRPK2","chr7","-",105039755,105029355,"protein_coding"
"1289","ENSG00000111785","RIC8B","chr12","+",107168373,107168462,"protein_coding"
"1290","ENSG00000112837","TBX18","chr6","-",85474237,85474313,"protein_coding"
"1291","ENSG00000112062","MAPK14","chr6","+",35995454,35995585,"protein_coding"
"1292","ENSG00000150394","CDH8","chr16","-",62070939,62070342,"protein_coding"
"1293","ENSG00000108654","DDX5","chr17","-",62504317,62502407,"protein_coding"
"1294","ENSG00000105723","GSK3A","chr19","-",42746777,42746733,"protein_coding"
"1295","ENSG00000158352","SHROOM4","chrX","-",50557302,50557117,"protein_coding"
"1296","ENSG00000137817","PARP6","chr15","-",72565340,72564895,"protein_coding"
"1297","ENSG00000070010","UFD1L","chr22","-",19466738,19466706,"protein_coding"
"1298","ENSG00000185104","FAF1","chr1","-",51425935,51425806,"protein_coding"
"1299","ENSG00000151694","ADAM17","chr2","-",9695921,9695959,"protein_coding"
"1300","ENSG00000122482","ZNF644","chr1","-",91487829,91487592,"protein_coding"
"1301","ENSG00000077097","TOP2B","chr3","-",25706398,25706398,"protein_coding"
"1302","ENSG00000146216","TTBK1","chr6","+",43211418,43211229,"protein_coding"
"1303","ENSG00000108389","MTMR4","chr17","-",56595266,56595241,"protein_coding"
"1304","ENSG00000127804","METTL16","chr17","-",2415185,2415182,"protein_coding"
"1305","ENSG00000108819","PPP1R9B","chr17","-",48227991,48228496,"protein_coding"
"1306","ENSG00000125755","SYMPK","chr19","-",46366548,46366405,"protein_coding"
"1307","ENSG00000110880","CORO1C","chr12","-",109125372,109125294,"protein_coding"
"1308","ENSG00000142149","HUNK","chr21","+",33245628,33245339,"protein_coding"
"1309","ENSG00000197170","PSMD12","chr17","-",65362743,65362693,"protein_coding"
"1310","ENSG00000165650","PDZD8","chr10","-",119134978,119134951,"protein_coding"
"1311","ENSG00000174996","KLC2","chr11","+",66024765,66025239,"protein_coding"
"1312","ENSG00000033627","ATP6V0A1","chr17","+",40610862,40610897,"protein_coding"
"1313","ENSG00000213639","PPP1CB","chr2","+",28974506,28974980,"protein_coding"
"1314","ENSG00000169933","FRMPD4","chrX","+",12156585,12156863,"protein_coding"
"1315","ENSG00000063244","U2AF2","chr19","+",56165512,56166405,"protein_coding"
"1316","ENSG00000154310","TNIK","chr3","-",171178197,171178194,"protein_coding"
"1317","ENSG00000108231","LGI1","chr10","+",95517566,95517693,"protein_coding"
"1318","ENSG00000072803","FBXW11","chr5","-",171433877,171433642,"protein_coding"
"1319","ENSG00000111752","PHC1","chr12","+",9066492,9066848,"protein_coding"
"1320","ENSG00000058673","ZC3H11A","chr1","+",203764782,203764751,"protein_coding"
"1321","ENSG00000135097","MSI1","chr12","-",120806983,120806967,"protein_coding"
"1322","ENSG00000090061","CCNK","chr14","+",99947506,99947754,"protein_coding"
"1323","ENSG00000063169","GLTSCR1","chr19","+",48111453,48112391,"protein_coding"
"1324","ENSG00000132680","KIAA0907","chr1","-",155904191,155904200,"protein_coding"
"1325","ENSG00000156976","EIF4A2","chr3","+",186500994,186501366,"protein_coding"
"1326","ENSG00000166483","WEE1","chr11","+",9595228,9595253,"protein_coding"
"1327","ENSG00000138071","ACTR2","chr2","+",65454887,65454965,"protein_coding"
"1328","ENSG00000147421","HMBOX1","chr8","+",28747911,28747912,"protein_coding"
"1329","ENSG00000021574","SPAST","chr2","+",32288680,32289061,"protein_coding"
"1330","ENSG00000166206","GABRB3","chr15","-",27184686,27018213,"protein_coding"
"1331","ENSG00000076924","XAB2","chr19","-",7694451,7694431,"protein_coding"
"1332","ENSG00000143621","ILF2","chr1","-",153643524,153643463,"protein_coding"
"1333","ENSG00000142319","SLC6A3","chr5","-",1445545,1445547,"protein_coding"
"1334","ENSG00000048405","ZNF800","chr7","-",127071978,127032758,"protein_coding"
"1335","ENSG00000007350","TKTL1","chrX","+",153524024,153524148,"protein_coding"
"1336","ENSG00000143815","LBR","chr1","-",225616627,225615740,"protein_coding"
"1337","ENSG00000033800","PIAS1","chr15","+",68346517,68346653,"protein_coding"
"1338","ENSG00000135945","REV1","chr2","-",100106497,100106462,"protein_coding"
"1339","ENSG00000065559","MAP2K4","chr17","+",11924141,11924194,"protein_coding"
"1340","ENSG00000157827","FMNL2","chr2","+",153191751,153191688,"protein_coding"
"1341","ENSG00000106459","NRF1","chr7","+",129251555,129251580,"protein_coding"
"1342","ENSG00000112246","SIM1","chr6","-",100912805,100912797,"protein_coding"
"1343","ENSG00000068400","GRIPAP1","chrX","-",48858675,48858644,"protein_coding"
"1344","ENSG00000128881","TTBK2","chr15","-",43213007,43212974,"protein_coding"
"1345","ENSG00000175104","TRAF6","chr11","-",36531822,36531822,"protein_coding"
"1346","ENSG00000143164","DCAF6","chr1","+",167905021,167905934,"protein_coding"
"1347","ENSG00000169306","IL1RAPL1","chrX","+",28605516,28605591,"protein_coding"
"1348","ENSG00000119844","AFTPH","chr2","+",64751439,64751482,"protein_coding"
"1349","ENSG00000153250","RBMS1","chr2","-",161350305,161350318,"protein_coding"
"1350","ENSG00000147255","IGSF1","chrX","-",130712873,130423260,"protein_coding"
"1351","ENSG00000153310","FAM49B","chr8","-",131029375,130952057,"protein_coding"
"1352","ENSG00000187672","ERC2","chr3","-",56502391,56502387,"protein_coding"
"1353","ENSG00000196419","XRCC6","chr22","+",42017123,42017310,"protein_coding"
"1354","ENSG00000113742","CPEB4","chr5","+",173315283,173315352,"protein_coding"
"1355","ENSG00000164076","CAMKV","chr3","-",49907655,49907339,"protein_coding"
"1356","ENSG00000146834","MEPCE","chr7","+",100026413,100026413,"protein_coding"
"1357","ENSG00000099956","SMARCB1","chr22","+",24129150,24129165,"protein_coding"
"1358","ENSG00000198742","SMURF1","chr7","-",98741723,98741731,"protein_coding"
"1359","ENSG00000124160","NCOA5","chr20","-",44718591,44718583,"protein_coding"
"1360","ENSG00000047056","WDR37","chr10","+",1095478,1102343,"protein_coding"
"1361","ENSG00000151292","CSNK1G3","chr5","+",122847793,122847962,"protein_coding"
"1362","ENSG00000020129","NCDN","chr1","+",36023074,36023421,"protein_coding"
"1363","ENSG00000145191","EIF2B5","chr3","+",183852826,183853170,"protein_coding"
"1364","ENSG00000102384","CENPI","chrX","+",100353207,100353193,"protein_coding"
"1365","ENSG00000100883","SRP54","chr14","+",35451163,35452225,"protein_coding"
"1366","ENSG00000128607","KLHDC10","chr7","+",129710350,129710374,"protein_coding"
"1367","ENSG00000070367","EXOC5","chr14","-",57735726,57735608,"protein_coding"
"1368","ENSG00000087085","ACHE","chr7","-",100494594,100493509,"protein_coding"
"1369","ENSG00000006468","ETV1","chr7","-",14031050,14029291,"protein_coding"
"1370","ENSG00000204217","BMPR2","chr2","+",203241659,203241217,"protein_coding"
"1371","ENSG00000162298","SYVN1","chr11","-",64902004,64901990,"protein_coding"
"1372","ENSG00000144619","CNTN4","chr3","+",2140497,2140550,"protein_coding"
"1373","ENSG00000132535","DLG4","chr17","-",7123021,7120928,"protein_coding"
"1374","ENSG00000113657","DPYSL3","chr5","-",146889619,146833251,"protein_coding"
"1375","ENSG00000127191","TRAF2","chr9","+",139776364,139780968,"protein_coding"
"1376","ENSG00000185219","ZNF445","chr3","-",44519162,44519146,"protein_coding"
"1377","ENSG00000134748","PRPF38A","chr1","+",52870236,52870274,"protein_coding"
"1378","ENSG00000086200","IPO11","chr5","+",61699799,61708604,"protein_coding"
"1379","ENSG00000096746","HNRNPH3","chr10","+",70090931,70091821,"protein_coding"
"1380","ENSG00000006704","GTF2IRD1","chr7","+",73868120,73868236,"protein_coding"
"1381","ENSG00000176102","CSTF3","chr11","-",33183917,33183026,"protein_coding"
"1382","ENSG00000124214","STAU1","chr20","-",47804904,47804871,"protein_coding"
"1383","ENSG00000131473","ACLY","chr17","-",40086795,40075204,"protein_coding"
"1384","ENSG00000105976","MET","chr7","+",116312444,116312491,"protein_coding"
"1385","ENSG00000198879","SFMBT2","chr10","-",7453448,7452996,"protein_coding"
"1386","ENSG00000161082","CELF5","chr19","+",3224701,3224749,"protein_coding"
"1387","ENSG00000113360","DROSHA","chr5","-",31532303,31532181,"protein_coding"
"1388","ENSG00000175203","DCTN2","chr12","-",57941114,57940960,"protein_coding"
"1389","ENSG00000160741","CRTC2","chr1","-",153931101,153931070,"protein_coding"
