chr	start	end	gene
chr4	9169345	9370937	USP17L22
chr4	43035884	43336973	RP11-395F4.1
chr5	177128205	177330345	RP11-1026M7.3
chr5	846430	1056635	RP11-661C8.2
chr17	47864961	48078257	RP11-304F15.4
chr8	29572520	29812059	RP11-94H18.1
chr5	4352043	4966334	RP11-445O3.2
chr4	8222006	8425692	RP11-774O3.1
chr11	28600730	28805016	RP11-960D24.1
chr4	152740620	152965085	RP11-73G16.2
chr5	1833977	2059290	RP11-259O2.1
chr12	65214625	65476304	RP11-766N7.4
chr4	178063693	178269927	RP11-487E13.1
chr5	54152063	54353674	RP11-45H22.3
chr4	153855363	154112317	RP11-285C1.2
chr5	140140341	140343224	AC005609.1
chr4	78215645	78515440	RP11-625I7.1
chr4	92709037	92925486	RP11-354O24.1
chr5	86163138	86533529	RP11-72L22.1
chr4	61516304	61755717	RP11-593F5.2
chr5	53516774	53810955	LINC01033
chr5	133149368	133352960	WSPAR
chr5	134274528	134475737	C5orf66-AS1
chr4	139098269	139302938	RP11-733C7.1
chr12	110218481	110426272	RP1-7G5.6
chr4	185186336	185403460	RP11-290F5.1
chr5	26282628	26499928	RP11-351N6.1
chr4	9145605	9347197	USP17L17
chr4	59918552	60141864	RP11-622J8.1
chr19	36003646	36216251	HAUS5
chr4	41652362	41859358	RP11-227F19.2
chr4	124311423	124543261	RP11-381N20.2
chr5	117831883	118063787	RP11-2N5.1
chr4	93089918	93298226	RP11-562F9.2
chr5	140148689	140491929	PCDHA11
chr5	8287751	8557677	RP11-480D4.2
chr5	10405108	10622196	RP11-1C1.5
chr5	10393403	10594206	RP11-1C1.6
chr4	84489663	84752908	RP11-767N15.1
chr4	185715025	185920608	LINC01093
chr5	18865970	19242455	RP11-124N3.3
chr4	152620652	152822500	RP11-424M21.1
chr5	56947019	57147544	RP11-772C9.1
chr5	17269334	17475686	CTD-2139B15.5
chr5	44395720	44610384	RP11-473L15.3
chr22	42935809	43136607	ATP5L2
chr4	28948213	29150387	RP11-769N22.1
chr16	52486002	52786017	CASC16
chr5	55254877	55463199	CTD-2227I18.1
chr4	40218502	40432436	AC195454.1
chr4	83304323	83583510	TMEM150C
chr8	16888690	17107298	RP11-468H14.2
chr5	124104665	124305607	RP11-284A20.2
chr5	89140727	89343390	AC113167.2
chr12	126343234	126567920	LINC00939
chr4	189578833	189800133	RP11-756P10.4
chr4	158458839	158688196	RP11-364P22.2
chr5	43774469	43986730	RP11-8L21.1
chr4	172423834	172659914	RP11-97E7.2
chr8	80581607	80883994	RP11-26J3.1
chr5	15012486	15217116	RP1-251I12.1
chr4	10586627	10799285	RP11-61G19.1
chr12	127299766	127644946	RP11-575F12.1
chr6	33735283	33964691	LINC01016
chr5	68166266	68425992	RP11-141O11.2
chr5	21223982	21441484	RP11-374A4.1
chr5	66575206	67201066	RP11-434D9.1
chr5	124343897	124585622	RP11-508M8.1
chr8	128598588	128846213	CASC11
chr4	189221890	189702205	LINC01060
chr17	49289970	49512526	RP11-1018N14.1
chr12	54375902	54596477	RP11-834C11.6
chr4	60316860	60596042	RP11-725D20.1
chr8	76035639	76336976	CASC9
chr5	10393639	10602840	RP11-1C1.4
chr5	50054594	50255854	RP11-317O24.1
chr17	48186333	48391820	RP11-893F2.5
chr4	121460245	121671951	RP11-501E14.1
chr4	66764564	67115730	RP11-25H12.1
chr5	124155640	124357291	RP11-284A20.1
chr4	161360406	161607969	RP11-502M1.2
chr5	70164310	70420941	NAIP
chr4	19648802	19856214	RP11-94H6.1
chr17	48480773	48685689	RP11-94C24.6
chr4	177687768	177896611	RP11-624A4.1
chr17	18461742	18685575	ZNF286B
chr4	182082314	182286182	RP11-665C14.2
chr4	132848330	133049589	RP11-1E22.1
chr4	124471422	124951561	LINC01091
chr19	58862971	59069200	ZNF324B
chr5	108472821	108762070	CTD-2587M2.1
chr6	44210397	44444904	SPATS1
chr5	81047420	81248020	CTD-2249K22.1
chr17	47435223	47639111	RP11-1079K10.5
chr4	133806665	134009832	RP11-404I7.1
chr4	38322283	38624801	LINC01258
chr4	23136248	23387196	RP11-453O5.1
chr5	117811270	118017019	RP11-2N5.2
chr7	319325	522678	AC226118.1
chr4	17416788	17628727	CLRN2
chr5	57086154	57294989	RP11-478P10.1
chr4	95564951	95778684	BMPR1B-AS1
chr5	169518583	169726145	LINC01187
chr4	107254781	107474605	RP13-612N21.1
chr4	104782773	105058080	RP11-703G6.1
chr4	130592814	130976523	RP11-422J15.1
chr12	1509691	1716484	LINC00942
chr4	11527338	11915582	RP11-281P23.2
chr4	188434919	188681523	RP11-565A3.1
chr4	23007125	23225110	RP11-552M14.1
chr5	134471924	134683869	C5orf66-AS2
chr17	49312622	49513601	RP11-1018N14.4
chr5	17344119	17584055	RP11-321E2.4
chr4	38411388	38619677	LINC01259
chr5	148686252	148908241	MIR143HG
chr4	167209853	167547271	RP11-217C7.1
chr5	124605858	124806617	RP11-395P13.3
chr4	39035533	39237228	RP11-360F5.3
chr4	57296775	57569673	THEGL
chr5	55509732	55717224	RP11-155L15.1
chr4	27119101	27383847	RP11-415C15.2
chr4	152708695	152912415	RP11-503L23.1
chr19	12536184	12762356	ZNF564
chr2	97208474	97470624	FER1L5
chr3	132633848	132855896	RP11-469L4.1
chr4	55602327	55811568	RP11-273B19.2
chr5	1868208	2069127	RP11-259O2.3
chr5	6695993	6926841	RP11-332J15.1
chr5	66828094	67042617	RP11-83M16.5
chr5	158637941	158889842	AC008697.1
chr5	38636157	38945931	OSMR-AS1
chr4	187800644	188043127	RP11-217E13.1
chr5	72409774	72690761	RP11-60A8.1
chr5	95449050	95650779	RP11-254I22.3
chr4	188023140	188230500	RP11-308K2.1
chr5	138684245	138942328	ECSCR
chr4	149848597	150083674	RP11-563M4.1
chr4	41785077	41996596	RP11-457P14.5
chr5	91645963	92096570	RP11-133F8.2
chr5	8425291	8628791	RP11-417J1.1
chr5	99637145	99844603	RP11-346J10.1
chr12	8840853	9048385	RP11-20D14.6
chr5	84408776	84609432	RP11-1072N2.3
chr5	135702366	135955987	RP11-114H21.2
chr4	143387172	143682103	RP11-223C24.1
chr4	9164598	9366190	USP17L21
chr4	112648037	113093854	RP11-269F21.3
chr8	125760979	126066570	LINC00964
chr4	152726084	152949800	RP11-73G16.3
chr5	3352930	3561774	RP11-121L11.3
chr4	58486201	58690821	RP11-4O3.2
chr3	129731393	129939422	RP11-77P16.4
chr4	135754044	135955286	RP11-192C21.2
chr6	114276750	114764209	HS3ST5
chr5	20205674	20431565	RP11-420O16.1
chr8	128706779	129213499	PVT1
chr10	57258750	57460488	MTRNR2L5
chr19	40046534	40251287	LGALS16
chr11	28624162	29185368	RP11-115J23.1
chr8	155306	381026	RP11-63E5.6
chr12	127254036	127459236	RP11-983C2.2
chr4	175176005	175397596	RP11-51M24.1
chr4	190109831	190312490	RP11-706F1.2
chr4	31408288	31660443	RP11-665I14.1
chr4	181552317	181780191	RP11-460H9.1
chr4	60533534	60757832	RP11-525J21.1
chr5	66996568	67285924	RP11-434D9.2
chr4	6102460	6340044	RP11-586D19.1
chr5	171736	453971	PDCD6
chr4	156107314	156308288	RP11-27G13.1
chr12	132047141	132249249	RP11-495K9.6
chr15	32584983	32795396	GOLGA8K
chr5	17584693	18055966	RP11-454P21.1
chr4	176279440	176487848	RP11-598D14.1
chr4	95496396	95723721	RP11-554D13.1
chr5	106935536	107152542	RP11-252I13.2
chr16	66688879	66935523	CCDC79
chr17	49310040	49511451	RP11-1018N14.3
chr4	14066079	14344437	RP11-669M16.1
chr3	45165958	45367770	TMEM158
chr5	3933826	4141877	CTD-2383I20.1
chr4	16874898	17175526	RP11-141E13.1
chr4	189811869	190023229	RP11-818C3.1
chr4	138628860	138837556	RP11-793B23.1
chr4	28263901	28504486	RP11-180C1.1
chr4	188191802	188393075	RP11-91J3.2
chr4	174698622	174934403	RP11-161D15.2
chr4	113514203	113727966	RP11-148B6.2
chr5	91278414	91915133	RP11-348J24.2
chr5	6482249	6688612	LINC01018
chr4	84054665	84268366	RP11-576N17.5
chr5	6768672	6986900	RP11-332J15.2
chr4	28337071	28701897	RP11-123O22.1
chr5	68159073	68363672	RP11-141O11.1
chr19	19527036	19748390	YJEFN3
chr4	68183023	68433969	RP11-584P21.2
chr4	59328330	59531287	RP11-577G20.2
chr4	12849198	13050294	RP11-22A3.1
chr5	177266623	177510055	RP11-1252I4.2
chr4	132201168	132562552	RP11-314N14.1
chr4	111416671	111636614	RP11-380D23.2
chr5	140135595	140491929	PCDHA10
chr4	65679999	65970218	RP11-707A18.1
chr4	138466419	138676328	RP13-884E18.2
chr4	142391084	142597230	RP11-208N20.1
chr4	126497873	126773948	RP11-399F2.2
chr4	168128061	168329940	RP11-436A7.1
chr5	95483480	95714455	RP11-254I22.2
chr5	31647751	31848185	RP11-5N11.6
chr12	22654359	22871801	RP11-268P4.5
chr5	879480	1081415	RP11-661C8.3
chr4	160219685	160422398	RP11-138A23.2
chr4	28898146	29116216	RP11-292B1.2
chr4	57920743	58122618	RP11-300M6.1
chr4	130120330	130326177	RP11-419L4.1
chr5	8739844	8981637	RP11-143A12.3
chr11	61255966	61475022	RP11-855O10.2
chr4	133896466	134170271	RP11-9G1.3
chr5	114323589	114524172	RP11-438C19.1
chr4	149968954	150170932	RP11-342A1.1
chr4	37862056	38062746	PTTG2
chr5	173945167	174152778	RP11-267A15.3
chr4	921466	1122760	RP11-460I19.2
chr5	137274888	137475668	RP11-325L7.2
chr4	177696856	177901759	RP11-765K14.1
chr5	124618552	124819148	RP11-395P13.5
chr3	151415272	151626037	RP11-64D22.5
chr5	169635705	169839720	CTB-114C7.4
chr4	107179555	107388359	GIMD1
chr11	112041472	112333257	RP11-356J5.12
chr8	12703151	12989012	KIAA1456
chr4	24386	257779	ZNF718
chr5	65703372	65907432	RP11-5P22.3
chr4	25763452	26031435	SMIM20
chr4	58371860	58624966	RP11-4O3.1
chr4	80313570	80597614	LINC00989
chr4	40167092	40368077	RP11-395I6.2
chr4	59290680	59502493	RP11-577G20.1
chr4	138014910	138219521	RP11-785F11.1
chr4	121892584	122101631	RP11-647P12.1
chr4	149514184	149715475	RP11-503L19.1
chr5	111864133	112067797	RP11-159K7.2
chr4	144817257	145161844	GYPB
chr14	96242729	96491908	TUNAR
chr4	12760725	12966585	RP11-22A3.2
chr4	59812738	60040974	RP11-340A13.3
chr5	135048356	135262271	RP11-119J18.1
chr5	70547682	70842169	RP11-136K7.2
chr11	95115570	95330717	RP11-338H14.1
chr4	120760695	120985448	RP11-700N1.1
chr5	124612527	124813132	RP11-395P13.4
chr4	145672724	145895939	RP13-539F13.3
chr5	124272524	124477932	RP11-257I8.2
chr5	44598533	44800910	RP11-503D12.1
chr5	66895257	67298428	RP11-83M16.6
chr5	117518270	117720477	HNCAT21
chr12	54378916	54619776	RP11-834C11.5
chr4	74274520	74499845	RP11-622A1.2
chr5	88777026	89073518	RP11-116A1.1
chr4	55369378	55573298	AC006552.1
chr22	24008021	24210630	CHCHD10
chr4	165778100	165980273	FAM218A
chr4	160487655	160798936	RP11-6C14.1
chr5	6210554	6439997	FLJ33360
chr4	13679001	13883781	AC007126.1
chr4	139594704	139822793	RP11-98O2.1
chr4	131702182	131906796	RP11-401I19.1
chr17	73896987	74102080	CDK3
chr11	68538132	68742010	RP11-757G1.6
chr5	179768559	179970238	CTC-573N18.1
chr12	6830711	7039136	GPR162
chr16	76568895	76792375	RP11-96P7.1
chr11	93871316	94112372	RP11-680H20.2
chr5	24782052	24985570	RP11-730N24.2
chr5	4969305	5178424	CTD-2247C11.5
chr3	139307245	139508184	RP11-442N1.1
chr14	61923031	62137371	RP11-47I22.2
chr5	95285819	95651223	RP11-254I22.1
chr5	133664742	133896306	RP11-215P8.4
chr2	46617889	46869696	ATP6V1E2
chr5	102644642	102848212	CTD-2154H6.1
chr8	144249603	144459101	GLI4
chr4	88083083	88287974	RP11-529H2.1
chr4	139745084	139945386	RP11-577B7.1
chr5	40160759	40367759	LINC00604
chr3	158580024	159715155	IQCJ-SCHIP1
chr4	188354032	188693795	RP11-565A3.2
chr4	175344852	175561495	RP11-440I14.2
chr4	34559228	34771054	RP11-725M22.1
chr4	188234718	188436851	RP11-91J3.3
chr4	189598833	189817787	RP11-756P10.2
chr4	3575320	3779582	RP3-513G18.2
chr4	188125237	188330836	RP11-138B4.1
chr4	136947064	137160029	RP11-775H9.1
chr4	105378117	105590034	AC004063.1
chr4	147045709	147250208	RP11-6L6.2
chr5	178782416	178983096	RP11-798K23.1
chr4	3534756	3735702	RP3-368B9.2
chr4	150777360	150979724	RP11-423J7.1
chr4	152967537	153199725	RP11-18H21.2
chr4	174718403	174950676	RP11-161D15.1
chr1	46541158	46742150	RP11-322N21.2
chr5	42699982	42987494	SEPP1
chr4	33752213	34081558	RP11-79E3.2
chr4	76226405	76448233	RP11-567N4.3
chr4	190480759	190682640	LINC01262
chr12	54419882	54626627	RP11-834C11.4
chr4	9159850	9361442	USP17L20
chr12	65760600	66136152	RP11-230G5.2
chr4	185873050	186128402	RP11-386B13.3
chr5	180656242	180869214	AC138035.1
chr12	3305368	3509390	RP5-1063M23.1
chr4	64234419	64459996	RP11-12K22.1
chr4	138511631	138756131	RP13-884E18.4
chr5	9446312	9650721	SNHG18
chr12	133388056	133589173	RP11-46H11.3
chr4	117310520	117536302	RP11-55L3.1
chr19	36190890	36404201	PRODH2
chr5	99889816	100093674	CTC-293G12.1
chr5	9754489	9990049	RP11-447B18.1
chr4	17073380	17287682	RP11-576E20.1
chr4	56586169	56803548	RP11-345F18.1
chr5	17279015	17487419	CTD-2139B15.4
chr4	187712123	187913520	RP11-11N5.1
chr4	9150356	9351948	USP17L18
chr4	66435679	66663747	EPHA5-AS1
chr4	112623957	112861042	RP11-269F21.1
chr4	43882023	44083637	RP11-663P9.1
chr4	136613539	136827059	RP11-780O17.1
chr5	32546670	32752082	CTD-2004A9.1
chr4	165828238	166029111	RP11-366M4.13
chr12	3050603	3254116	RP11-253E3.3
chr6	2145982	2582256	GMDS-AS1
chr4	150487209	150732301	RP11-707F2.1
chr4	9174090	9374640	USP17L23
chr4	8647123	8847759	RP11-1338A24.1
chr4	104372084	104580284	RP11-297P16.4
chr3	125885639	126110122	RP11-71E19.1
chr4	127864585	128098917	RP11-810P8.1
chr5	116266896	116474265	RP11-492L8.2
chr4	120277505	120478432	RP11-33B1.3
chr4	33677969	34141515	RP11-79E3.3
chr5	95200703	95422015	AC008592.7
chr4	174956206	175175788	RP11-248N22.1
chr5	101817072	102053293	LINC00492
chr4	171563620	171764869	RP11-322J23.1
chr4	144107446	144351011	RP11-364L4.3
chr4	187881253	188082084	RP11-696F12.1
chr5	6833783	7290925	RP11-122F24.1
chr4	139485879	139686723	RP11-173E2.2
chr4	3660475	3865117	AC141928.1
chr4	180210288	180486459	RP11-404J23.1
chr5	133672402	133928210	AC005355.1
chr4	25766503	25971172	RP13-494C23.1
chr13	45892297	46094506	SLC25A30-AS1
chr4	146898998	147129309	RP11-203B7.1
chr5	103315612	103541104	RP11-138J23.1
chr4	52810971	53013120	RP11-535C7.1
chr4	18389685	18591131	RP11-608B3.1
chr4	58362106	58572038	RP11-685F15.1
chr4	63894029	64109599	RP11-257A22.1
chr4	171164240	171393462	RP11-789C1.2
chr5	125987655	126212178	RP11-434D11.4
chr4	27035618	27241673	RP11-415C15.1
chr4	108079857	108323027	RP11-713M6.2
chr17	48192055	48392781	RP11-893F2.6
chr3	97852495	98276742	RP11-325B23.2
chr5	90422292	90622888	RP11-414H23.3
chr8	62571653	62778528	RP11-280G9.1
chr4	31899019	32257028	RP11-734I18.1
chr5	114266970	114467591	RP11-438C19.2
chr8	90521638	90869955	RP11-37B2.1
chr12	74426946	74896315	RP11-81H3.2
chr4	11370874	11579820	RP11-281P23.1
chr15	41099009	41301540	RP11-540O11.1
chr6	8552370	8754079	HULC
chr5	133742243	133944920	AC005355.2
chr4	105051537	105432192	RP11-729M20.1
chr4	172374151	172585418	RP11-97E7.1
chr4	31072766	31313297	RP11-617I14.1
chr5	153166988	153378547	AC091962.3
chr4	76094278	76386392	RP11-542G1.1
chr8	29431438	29705625	LINC00589
chr4	135076328	135348628	RP11-400D2.2
chr15	98185448	98517780	LINC00923
chr4	12125075	12352910	RP11-168E17.1
chr4	174985592	175190064	RP11-248N22.2
chr4	174745358	175012012	RP11-161D15.3
chr8	135762178	135994142	RP11-1057B8.2
chr11	134505490	134733704	RP11-469N6.1
chr4	185665739	185876905	MIR3945HG
chr4	156336879	156538611	RP13-487K5.1
chr19	37241263	37503931	ZNF345
chr4	143335599	143540136	RP11-223C24.2
chr5	7226177	7426722	RP11-404K5.4
chr4	55611734	55825407	RP11-273B19.1
chr6	112568532	112772498	RFPL4B
chr4	105958437	106161776	AC004069.2
chr4	55206669	55412890	RP11-545H22.1
chr4	59750000	60012677	RP11-340A13.2
chr5	25026414	25290765	RP11-549K20.1
chr4	157455646	157663606	RP11-171N4.2
chr3	129700674	129932070	ALG1L2
chr4	135245022	135479007	RP11-400D2.3
chr4	23624885	23835202	ERVH-1
chr12	68626668	68945443	RP11-81H14.2
chr4	190014254	190226031	RP11-706F1.1
chr5	115978687	116197905	RP11-249M12.2
chr4	80648625	80898924	PCAT4
chr22	51012843	51271726	SHANK3
chr11	78035028	78240882	RP11-452H21.4
chr4	27164128	27368876	RP11-415C15.3
chr4	131197384	131407526	RP11-521E5.1
chr4	32252660	32454842	RP11-240A16.1
chr4	82423951	83065397	RP11-689K5.3
chr4	182641172	182851126	RP11-540E16.2
chr4	59546791	59949870	RP11-506N2.1
chr4	43918878	44124080	LVCAT1
chr4	183918170	184120352	WWC2-AS2
chr14	41324103	41545082	RP11-129M6.1
chr5	6666004	6872066	RP11-332J15.3
chr5	108703054	108903653	RP11-231G15.2
chr19	57946625	58171231	ZNF550
chr4	153028573	153247022	RP11-18H21.3
chr11	12884057	13111095	LINC00958
chr4	76179286	76387776	RP11-542G1.3
chr4	134692401	135031845	RP11-427M20.1
chr5	65494296	65718772	RP11-305P14.1
chr4	80417696	80618327	RP11-234K19.1
chr4	6104055	6308376	RP11-586D19.2
chr5	95071647	95288425	AC008592.4
chr4	27869345	28086685	AC007106.1
chr4	14284747	14510702	AC006296.1
chr4	178507827	178712222	RP11-140M13.1
chr16	28714097	28929149	RP11-1348G14.4
chr5	4946909	5149610	CTD-2247C11.4
chr4	129113906	129540549	RP11-420A23.1
chr4	31251906	31453347	RP11-315A17.1
chr4	79467057	79703853	LINC01094
chr5	33129841	33355659	RP11-113I22.1
chr5	176053943	176266459	RP11-375B1.2
chr3	125907710	126112867	RP11-71E19.2
chr4	76166489	76384234	RP11-542G1.2
chr4	58257556	58461399	RP11-319E12.2
chr3	139456062	139678736	RP11-166D18.1
chr5	18935306	19138908	RP11-124N3.2
chr4	133657927	134002832	RP11-404I7.2
chr4	188337307	188538362	RP11-237D3.1
chr5	72640654	72844352	FOXD1
chr12	123465931	123669291	RP11-197N18.7
chr4	157407131	157611191	RP11-171N4.1
chr4	42608124	42809352	RP11-109E24.1
chr4	124326434	124548680	RP11-381N20.1
chr4	66624479	66825922	RP11-51P8.1
chr12	130236753	130439489	RP11-572C21.1
chr17	15374805	15654967	RP11-385D13.1
chr5	121864647	122166380	RP11-166A12.1
chr5	72533733	72734360	RP11-60A8.2
chr5	124631072	124831673	RP11-395P13.6
chr4	132751186	132997107	RP11-745L13.2
chr4	136939830	137416626	RP11-775H9.2
chr5	103618999	104828671	RP11-6N13.1
chr3	14289951	14494068	LINC01267
chr4	6572452	6775557	RP11-539L10.3
chr4	175357791	175561935	RP11-440I14.3
chr4	132825965	133145186	RP11-789C2.1
chr4	144733484	145003607	RP11-673E1.1
chr5	50125318	50330355	RP11-317O24.2
chr4	152228703	152429987	RP11-610P16.1
chr4	8256817	8460065	RP11-774O3.3
chr5	132346747	132550167	RP11-485M7.3
chr4	189597811	189806665	RP11-756P10.5
chr5	175464160	175682741	RP11-826N14.4
chr5	113291703	113492871	RP11-371M22.1
chr5	20511949	21037800	RP11-774D14.1
chr4	138366885	138624584	RP11-714L20.1
chr4	38465624	38672292	RP11-213G21.2
chr11	67553948	67773821	RP11-119D9.1
chr4	38188615	38389112	RP11-600L4.1
chr4	126891863	127093159	RP11-318I4.1
chr5	25119082	25398721	RP11-192H6.2
chr12	11404757	11648500	PRB1
chr5	140155058	140491929	PCDHA12
chr17	48921465	49126111	RP11-700H6.2
chr4	132594457	132812637	RP11-614F17.2
chr4	14036560	14245216	RP11-669M16.2
chr4	148388758	148615739	RP11-752L20.5
chr16	1435887	1638982	PTX4
chr8	25443314	25645040	RP11-219J21.1
chr8	97284093	97499666	KB-1448A5.1
chr8	33985957	34304249	RP1-84O15.2
chr8	126379181	126653615	RP11-136O12.2
chr8	74915751	75118979	RP11-6I2.4
chr8	58904001	59118853	RP11-648L3.2
chr8	111521470	111744623	RP11-238I10.1
chr8	57349317	57553056	RP11-17A4.3
chr8	49328412	49529649	RP11-567J20.3
chr8	71283347	71492858	RP11-333A23.3
chr8	20710638	20926415	RP11-369E15.4
chr1	192186122	192436415	RGS21
chr8	86751934	87063312	CTA-392E5.1
chr5	140710185	140992546	PCDHGA12
chr8	20107721	20330280	RP11-563N12.2
chr4	97941852	98156210	RP11-431J17.1
chr8	93581064	93791822	RP11-100L22.1
chr8	29305688	29521858	RP11-486M23.2
chr8	16361764	16622388	RP11-13N12.2
chr8	5793955	5994496	RP11-158A14.1
chr8	66924902	67127440	AC084082.3
chr8	20731308	20952630	RP11-421P23.1
chr8	50348945	50566973	RP11-738G5.2
chr8	114512539	114729187	RP11-67H2.1
chr8	81966514	82176834	RP11-1149M10.2
chr8	101249823	101462935	KB-1991G8.1
chr8	127410394	127612548	RP11-103H7.2
chr8	125183924	125389825	RP11-383J24.1
chr8	74181005	74381530	RP11-434I12.4
chr8	81078389	81352075	RP11-941H19.3
chr8	136959264	137278365	RP11-149P24.1
chr8	91870865	92097485	C8orf88
chr5	64820592	65026718	CTC-534A2.2
chr8	8937761	9140029	RP11-10A14.6
chr8	60373886	60606260	RP11-379I19.1
chr8	103804104	104005836	KB-1507C5.3
chr8	127984939	128194466	PCAT2
chr8	141965389	142170695	RP11-128L5.1
chr8	19436083	19646445	RP11-1105O14.1
chr8	31254939	31456128	RP11-566H8.1
chr7	106197211	106401442	CCDC71L
chr8	29679029	29911240	FAM183CP
chr8	19011751	19214844	RP11-618M23.4
chr8	102199673	102406011	KB-1410C5.3
chr8	72591840	72805110	RP11-281N10.1
chr8	138721687	139195813	RP11-238K6.1
chr7	27110210	27319880	HOXA10
chr5	158775564	158993284	AC008703.1
chr8	20413202	20657645	RP11-108E14.1
chr1	29345940	29550447	TMEM200B
chr5	140687770	140992546	PCDHGB6
chr7	27178862	27380847	RP1-170O19.17
chr13	51809909	52038871	SERPINE3
chr5	159103779	159398391	AC011343.1
chr1	43647554	43851288	C1orf210
chr5	158554723	158772135	CTB-11I22.2
chr8	73008569	73214504	RP11-142A23.1
chr5	89548854	89752426	RP11-61G23.2
chr8	58406725	58817588	RP11-388G22.1
chr8	74171148	74375023	RP11-434I12.3
chr8	25534195	25734972	RP11-219J21.2
chr8	8313248	8518475	CTD-3023L14.3
chr8	96119235	96328602	LINC01298
chr8	38301170	38510198	RP11-675F6.3
chr8	36294909	36736682	RP11-962G15.1
chr14	106010833	106215394	RP11-731F5.2
chr1	27220198	27427389	TRNP1
chr8	54207771	54408506	RP11-1081M5.1
chr8	93412811	93622044	RP11-587H10.1
chr8	69987814	70190424	RP11-21C17.1
chr8	58702135	58903368	RP11-44D19.1
chr8	31033112	31341795	RP11-566H8.3
chr8	72215675	72604260	RP11-1102P16.1
chr8	50309322	50524739	RP11-738G5.1
chr8	39861688	40065454	RP11-359E19.1
chr8	103766683	103968303	KB-1254G8.1
chr8	37237607	37438327	RP11-150O12.2
chr8	91133716	91681546	LINC00534
chr8	102034373	102238386	KB-1460A1.1
chr8	41192817	41397938	RP11-15G16.1
chr9	26701731	26905860	RP11-337A23.6
chr8	132042635	132257128	RP11-381I15.1
chr8	77716827	77925635	RP11-48D4.2
chr5	160258785	160465633	RP11-109J4.1
chr8	8909252	9125646	RP11-10A14.4
chr8	127386434	127604841	RP11-103H7.1
chr5	173016462	173232852	CTB-43E15.2
chr8	140008548	140215073	RP11-324F11.1
chr8	135750312	135954880	NCRNA00250
chr8	112288868	112655202	RP11-1101K5.1
chr8	127759300	128133259	PCAT1
chr8	2250992	2469693	AC133633.2
chr8	35619641	35928183	RP11-473J6.1
chr8	49433025	49636455	RP11-770E5.3
chr8	30396117	30603581	SMIM18
chr8	126661299	126862485	RP11-697B24.1
chr8	23464654	23747000	RP11-175E9.1
chr8	49981098	50241484	RP11-10H3.1
chr8	25183037	25384096	RP11-395I14.2
chr8	50630146	50833504	RP11-109P6.2
chr5	140643898	140992546	PCDHGA5
chr8	112091422	112292101	RP11-114O8.1
chr8	29505825	29756008	AC145110.1
chr8	16434414	16872553	RP11-13N12.1
chr8	83326803	83689388	RP11-653B10.1
chr17	59567794	59768563	NACA2
chr8	132220792	132429879	CTD-2501M5.1
chr7	27126192	27333067	RP1-170O19.14
chr8	5263590	5466648	RP5-991O23.1
chr8	133472745	133673726	HPYR1
chr5	159795275	160014433	MIR3142HG
chr8	58843893	59045241	RP11-1112C15.2
chr8	35761834	36052564	RP11-89M20.2
chr8	106738798	106946266	RP11-152P17.3
chr8	127430943	127634596	RP11-103H7.3
chr5	140662467	140992546	PCDHGA7
chr5	163536637	163738898	CTB-32P11.1
chr3	191078952	191279245	PYDC2
chr8	18842502	19216979	RP11-1080G15.1
chr5	77138581	77342262	RP11-107N7.1
chr8	127679121	127902882	RP11-351C8.1
chr8	93677930	93888679	RP11-100L22.3
chr8	64398558	64601966	RP11-573J24.1
chr8	95009992	95216550	KB-1184D12.1
chr8	134798739	135014650	RP11-157E21.1
chr8	82505842	82708409	SLC10A5
chr8	29663251	29866472	RP11-489E7.1
chr8	58073785	58279172	RP11-513O17.3
chr8	121825305	122231994	RP11-369K17.1
chr10	81172357	81376188	EIF5AL1
chr8	135124108	135432690	RP11-513H8.1
chr5	172143624	172346961	RP11-536N17.1
chr8	29284829	29487840	RP11-486M23.1
chr8	103440968	103650896	KB-1980E6.3
chr8	93477671	93767722	RP11-587H10.2
chr8	33362374	33996526	RP11-317N12.1
chr8	102299527	102505414	KB-1930G5.3
chr8	15730824	15957833	RP11-77B22.2
chr5	178830323	179042580	RP11-798K23.4
chr8	131507545	131767958	KB-1568E2.1
chr8	80109952	80326706	RP11-1114I9.1
chr8	39872170	40084987	RP11-359E19.2
chr8	103717745	103922199	KB-1732A1.1
chr8	117314781	117515995	RP11-536K17.1
chr8	10235001	10436885	RP11-981G7.3
chr8	102173769	102375131	KB-1410C5.2
chr8	93315773	93525873	RP11-700E23.2
chr5	173034617	173273214	LINC01484
chr8	49364575	49569001	RP11-567J20.2
chr8	1819563	2024644	KBTBD11-OT1
chr14	106070301	106270939	AL928768.3
chr8	49410018	49633578	RP11-567J20.1
chr8	95465950	95681973	RP11-267M23.4
chr13	52486534	52703800	ALG11
chr8	75979939	76188891	RP11-697M17.2
chr8	111679092	111884988	KB-1299A7.2
chr12	74831551	75035223	ATXN7L3B
chr8	130852102	131061640	RP11-473O4.3
chr8	48585669	48972743	PRKDC
chr5	140653651	140992546	PCDHGA6
chr8	20033284	20247969	LZTS1-AS1
chr8	9108748	9315951	RP11-115J16.3
chr8	102051893	102253157	KB-1460A1.3
chr8	47734183	47940454	RP11-350F16.1
chr8	37162957	37364242	RP11-527N22.2
chr8	93333078	93534026	RP11-700E23.1
chr8	64517314	64764235	RP11-579E24.2
chr8	1820736	2022803	RP11-439C15.4
chr5	140672381	140992546	PCDHGA8
