MGI.symbol	HGNC.symbol
Polr3d	POLR3D
Hipk1	HIPK1
Larp7	LARP7
Fitm2	FITM2
Cdc5l	CDC5L
Cyp3a25	CYP3A5
Cyp3a25	CYP3A7
Cyp3a25	CYP3A7-CYP3A51P
Cyp3a25	CYP3A4
Cyp3a25	CYP3A43
Phtf1	PHTF1
Trank1	TRANK1
Pnma3	PNMA3
Gm4450	HSD3B2
Gm4450	HSD3B1
Olfr876	OR8B12
Treml1	TREML1
Cdc7	CDC7
Zfp84	ZNF781
Ascl2	ASCL2
Olfr1270	OR4B1
Chst11	CHST11
Hjurp	HJURP
Bcl2l11	BCL2L11
Enoph1	ENOPH1
Klrb1	KLRB1
Cacybp	CACYBP
Tanc1	TANC1
Nkx2-4	NKX2-4
Dpagt1	DPAGT1
Wdr63	WDR63
Pik3c3	PIK3C3
Fam53b	FAM53B
Nup205	NUP205
Kras	KRAS
Dleu7	DLEU7
Snx18	SNX18
Rps23	RPS23
Epgn	EPGN
Ndufa4	NDUFA4
Adgrl2	ADGRL2
Mdh2	MDH2
Epor	EPOR
Alb	ALB
Foxi2	FOXI2
Serpina3m	SERPINA3
Kif5c	KIF5C
Dzip3	DZIP3
Pkdrej	PKDREJ
Irf2	IRF2
Utp15	UTP15
Galk1	GALK1
Krcc1	KRCC1
Dync2h1	DYNC2H1
Klhl1	KLHL1
Wdr78	WDR78
Dgka	DGKA
Oc90	OC90
Zbtb34	ZBTB34
Fam184a	FAM184A
Usp1	USP1
Taf3	TAF3
Sytl3	SYTL3
Ech1	ECH1
Rbm7	RBM7
Cpb1	CPB1
Dera	DERA
Syne2	SYNE2
Lrch1	LRCH1
Trpm5	TRPM5
Olfr76	OR5A1
Fam129b	FAM129B
Hnrnpdl	HNRNPDL
Cdc42ep4	CDC42EP4
Lrch2	LRCH2
Aktip	AKTIP
Mrpl33	MRPL33
Gabra4	GABRA4
Zbtb5	ZBTB5
Orc1	ORC1
Dcaf12l1	DCAF12L2
4930430A15Rik	POTEC
4930430A15Rik	POTEF
Cyp2a4	CYP2A13
Prss36	PRSS36
Chac1	CHAC1
Hspa9	HSPA9
Olfr404-ps1	OR1P1
Ap1m1	AP1M1
Ndufb2	NDUFB2
Clec5a	CLEC5A
Rsph1	RSPH1
Ccnl2	CCNL2
Stk10	STK10
Ggcx	GGCX
Nepro	NEPRO
Elmod2	ELMOD2
Tgfb2	TGFB2
Cryba4	CRYBA4
Nipal4	NIPAL4
Traf3ip2	TRAF3IP2
Adcy8	ADCY8
Efcab6	EFCAB6
Ptcd2	PTCD2
Rp2	RP2
Fam133b	FAM133B
Olfr145	OR8B8
Commd1	COMMD1
Tm4sf1	TM4SF1
Oas2	OAS2
Cyp2d10	CYP2D7
Vmn1r38	VN1R5
Usp28	USP28
Siglecf	SIGLEC6
Afap1	AFAP1
Med12	MED12
Cyfip2	CYFIP2
Tle3	TLE3
Trp73	TP73
Fez2	FEZ2
Slc38a2	SLC38A2
Rnf41	RNF41
Slc44a4	SLC44A4
Ppp2r2c	PPP2R2C
Trbv13-2	TRBV10-1
Trbv13-2	TRBV10-2
Trbv13-2	TRBV10-3
Fam107b	FAM107B
Anks1	ANKS1A
L2hgdh	L2HGDH
Gopc	GOPC
Ndufaf8	NDUFAF8
Clptm1	CLPTM1
Twist1	TWIST1
Fn3krp	FN3KRP
Il1f6	IL36A
Thumpd1	THUMPD1
Lrrc47	LRRC47
Tgfbr3l	TGFBR3L
Tspo2	TSPO2
Ccdc97	CCDC97
Ehmt2	EHMT2
Epha6	EPHA6
P3h4	P3H4
Gm5155	CEACAM1
Gm5155	CEACAM8
Gm5155	PSG3
Gm5155	PSG8
Gm5155	PSG1
Gm5155	PSG5
Gm5155	PSG7
Gm5155	PSG6
Gm5155	PSG4
Gm5155	PSG2
Gm5155	PSG11
Bahd1	BAHD1
Azin2	AZIN2
Retn	RETN
Rab3c	RAB3C
Gale	GALE
Mrpl20	MRPL20
Prkag2	PRKAG2
Btrc	BTRC
Tmem183a	TMEM183A
Fam49b	FAM49B
Npw	NPW
Foxf1	FOXF1
Ddx47	DDX47
AI597479	C2orf49
Trim17	TRIM17
Selenon	SELENON
Slc6a15	SLC6A15
Gm24150	RNU6-1233P
Fastk	FASTK
Phospho2	PHOSPHO2
Gm23622	RNU6-667P
Gm23622	RNU6-528P
Gm23622	RNU6-130P
Gm23622	RNU6-938P
Gm23622	RNU6-451P
Gm23622	RNU6-1123P
Gm24776	RNU6-1280P
Adcy4	ADCY4
Gm25845	RN7SKP222
D7Ertd443e	C10orf90
Ddx19b	DDX19B
Tshz2	TSHZ2
Nmur1	NMUR1
E2f4	E2F4
Myt1l	MYT1L
Wdfy1	WDFY1
Siah2	SIAH2
Mlph	MLPH
Col14a1	COL14A1
Gm4297	SYCP3
Thap4	THAP4
Gm43720	GPC2
Gm23661	RNU2-18P
Dok7	DOK7
Zfhx3	ZFHX3
Dap3	DAP3
Phb2	PHB2
Nos1	NOS1
Cyp24a1	CYP24A1
Perp	PERP
Iqcj	IQCJ
Ggps1	GGPS1
Nubpl	NUBPL
Mss51	MSS51
Prdx3	PRDX3
Nup62	NUP62
Crygc	CRYGC
Whamm	WHAMM
Agfg1	AGFG1
Rin3	RIN3
Npepl1	NPEPL1
Mir208a	MIR208A
Fhl2	FHL2
Uba1	UBA1
Vps37b	VPS37B
C1rl	C1RL
Cd247	CD247
Arhgap25	ARHGAP25
Grrp1	FAM110D
Gm25431	RNU6-338P
Gm24121	RNU6-1082P
Gm22797	SNORA71D
Gm22797	SNORA71C
Fam57b	FAM57B
Mir26a-2	MIR26A2
Gm25768	RNU6-1035P
Map3k4	MAP3K4
Gm28230	HOXD4
Epyc	EPYC
Gtf2ird1	GTF2IRD1
Fank1	FANK1
Efcc1	EFCC1
Pms1	PMS1
Fcer1a	FCER1A
Cmtr2	CMTR2
Gm22192	SNORD62A
Ntpcr	NTPCR
Gm25925	RN7SKP252
Mir31	MIR31
Asphd1	ASPHD1
Lrrfip1	LRRFIP1
Osgepl1	OSGEPL1
Plek	PLEK
Snord70	SNORD70
Als2	ALS2
Gm24892	RNU6-1214P
Gm24892	RNU6-828P
Aadacl2	AADACL2
Dach2	DACH2
Mirlet7i	MIRLET7I
Med12l	MED12L
Snord83b	SNORD83B
Rab7b	RAB7B
Gm26111	RNU6-1158P
Lrrc39	LRRC39
Idh1	IDH1
Klhl10	KLHL10
Fbxo6	FBXO6
D2hgdh	D2HGDH
Mir375	MIR375
Prrx1	PRRX1
Paqr6	PAQR6
Gm22699	RNU6-699P
Gm5751	SSX5
Gm5751	SSX1
Gm25899	RNU4-58P
Gm5934	SYCP3
Sertad4	SERTAD4
Gon4l	YY1AP1
Gon4l	GON4L
Sptlc2	SPTLC2
Ints6l	INTS6L
Mir374b	MIR374B
Gm24748	RN7SKP57
Gm23116	RNU6-346P
Gm23116	RNU6-1225P
Atrx	ATRX
Dhx30	DHX30
Gm23853	RNU6-75P
Sf3b3	SF3B3
Agmo	AGMO
Lpgat1	LPGAT1
Fev	FEV
Gm22552	RN7SKP244
Psg16	PSG9
Gm29276	SYCP3
Chd1l	CHD1L
Gm24978	RNU6-6P
Dcaf17	DCAF17
Mir150	MIR150
Gm22817	RPPH1-3P
Gm26394	SNORA80D
Gm26394	SNORA80B
Gm26394	SNORA80C
Gm26394	SNORA80A
Cd3d	CD3D
Gm22350	RNU1-15P
Gm25176	RNU4-59P
Chil3	CHIA
Gria4	GRIA4
Gm25617	SNORA17A
Ubr7	UBR7
Gm24661	RNU6-841P
Gpr174	GPR174
Gpn2	GPN2
1700092M07Rik	TEX54
Magt1	MAGT1
Ldoc1	LDOC1
Cflar	CFLAR
4930451I11Rik	C16orf92
Kdm2b	KDM2B
Tmtc2	TMTC2
H2afj	H2AFJ
Mixl1	MIXL1
Pnpla1	PNPLA1
Snora57	SNORA57
Adgrg6	ADGRG6
Per2	PER2
Foxn4	FOXN4
Casq1	CASQ1
Fbrsl1	FBRSL1
Olfr1415	OR6B2
Olfr1415	OR6B3
Fcrlb	FCRLB
Gm21317	SYCP3
Exosc7	EXOSC7
Lims2	LIMS2
Defb25	DEFB124
Slc25a12	SLC25A12
Il12rb2	IL12RB2
Gm22618	RNU6-36P
Gm25473	RNU6-641P
Tnfsf18	TNFSF18
Slco6c1	SLCO6A1
Atg9a	ATG9A
Gm25362	RNU6-781P
Snord90	SNORD90
Gm22079	RNU6-750P
Mir146b	MIR146B
Itpripl1	ITPRIPL1
Shh	SHH
Bcl3	BCL3
Tarbp1	TARBP1
Gm24296	RNU6-420P
Gsg1l	GSG1L
Hoxd3	HOXD3
Adcy6	ADCY6
A26c2	POTEI
A26c2	POTEJ
A26c2	POTEE
Slc16a4	SLC16A4
Mir345	MIR345
Dync1i2	DYNC1I2
S1pr1	S1PR1
Ifngr1	IFNGR1
Ptprq	PTPRQ
Ppp4c	PPP4C
Tiprl	TIPRL
Sag	SAG
Zfp867	ZNF433
Gpatch3	GPATCH3
Polr2j	POLR2J
Polr2j	POLR2J2
Polr2j	POLR2J3
Gm23302	RNU6-820P
Hs6st2	HS6ST2
Bdh1	BDH1
Mdh1b	MDH1B
Snord111	SNORD111
Pus1	PUS1
Nfia	NFIA
Snx10	SNX10
Hoxa4	HOXA4
Nyap2	NYAP2
Atp5a1	ATP5F1A
Spice1	SPICE1
Mir27a	MIR27A
Lefty1	LEFTY1
Lefty1	LEFTY2
Plaur	PLAUR
Gng2	GNG2
Otogl	OTOGL
Hmgb2	HMGB2
Ccdc181	CCDC181
Hal	HAL
Gm12184	CDK2AP1
Grin2c	GRIN2C
Sec31a	SEC31A
Ndufa5	NDUFA5
Fgf16	FGF16
Col4a3	COL4A3
1700018B08Rik	C16orf95
Atp1b1	ATP1B1
Ppm1h	PPM1H
Gm22576	RNU6-1008P
Gm22576	RNU6-1218P
Gm22576	RNU6-320P
Gm22576	RNU6-1165P
Rgsl1	RGSL1
Col23a1	COL23A1
Ncaph	NCAPH
Ctse	CTSE
Lyz2	LYZ
Chn1	CHN1
Rnu6-ps2	RNU6-842P
Tfeb	TFEB
Gm26407	RN7SKP179
Tnfsf4	TNFSF4
Parpbp	PARPBP
Gm25505	RN7SKP29
Gm23543	RNU6-118P
Trp53bp2	TP53BP2
Mef2d	MEF2D
Gm23759	RN7SKP117
Xirp2	XIRP2
Gkn1	GKN1
Ap4m1	AP4M1
Gm24491	RNU6-1152P
Gm24491	RNU6-474P
Gm24491	RNU6-1007P
Aqp11	AQP11
Tuba4a	TUBA4A
Gm22608	RNU6-724P
Tmbim1	TMBIM1
Apaf1	APAF1
Obscn	OBSCN
Calu	CALU
Mafb	MAFB
Cabp1	CABP1
Snord67	SNORD67
Cct2	CCT2
Coq10b	COQ10B
Gm23533	RN7SKP135
Dhh	DHH
Hhat	HHAT
Ptprz1	PTPRZ1
Hid1	HID1
Gm20824	SYCP3
Clec12b	CLEC12B
Gm27639	RNU4-6P
Cr1l	CR1
Hprt	HPRT1
Gm24651	RNU6-792P
Denr	DENR
Gm23838	RNU1-70P
Nfe2l3	NFE2L3
Gm24597	RN7SKP290
Bsnd	BSND
Nsl1	NSL1
Rtel1	RTEL1-TNFRSF6B
Rtel1	RTEL1
Bmp2k	BMP2K
Mir323	MIR323A
Zfp667	ZNF667
1700013H16Rik	SYCP3
Card19	CARD19
Myadml2	MYADML2
Ormdl1	ORMDL1
Gm24346	RNU105C
Gm24423	RNU6-589P
Clec12a	CLEC12A
Csrp2	CSRP2
Ankrd23	ANKRD23
Phox2b	PHOX2B
Tut1	TUT1
Kif1b	KIF1B
Pifo	PIFO
Tmem132c	TMEM132C
Tbc1d30	TBC1D30
Pycr2	PYCR2
Rnf148	RNF148
Gpr155	GPR155
Gm25581	RNU1-19P
Gm25581	RNU1-83P
Foxg1	FOXG1
Lrrc41	LRRC41
Bmp10	BMP10
Syn1	SYN1
Limk1	LIMK1
Snord53	SNORD53
Gbx1	GBX1
Dpy19l2	DPY19L2
Gm25722	RN7SKP266
Gm25897	RNU6-120P
Gm24035	RNU6-74P
Gm24035	RNU6-827P
Gm25199	RNU6-850P
Lpin3	LPIN3
Map3k5	MAP3K5
Fmn2	FMN2
Rtca	RTCA
Il23r	IL23R
Anks1b	ANKS1B
Mir449a	MIR449A
Sh3rf1	SH3RF1
Gm24636	RN7SKP265
Xlr5c	FAM9A
Xlr5c	FAM9B
Clip3	CLIP3
Tec	TEC
Gkn3	GKN3P
Bglap3	BGLAP
Slitrk2	SLITRK2
Setd1b	SETD1B
Lactb	LACTB
Scn7a	SCN7A
Sat1	SAT1
Fbxo28	FBXO28
Zfp740	ZNF740
Dhodh	DHODH
Phf21b	PHF21B
Gm23715	RNU6-84P
Cog2	COG2
Exo1	EXO1
Gm25205	RNU6-591P
Itgav	ITGAV
Gm25844	RN7SKP131
Gm25844	RN7SKP221
Gm25844	RN7SKP63
Gm22865	SNORD3D
Gm26387	SNORA66
Gm23241	RNU6-1151P
Tmem120b	TMEM120B
Gm23002	RNU6-820P
Mir491	MIR491
Ptma	PTMA
Rnasel	RNASEL
Cpt1c	CPT1C
Gm27853	RN7SL266P
Gm27853	RN7SL643P
Gm27853	RN7SL411P
Gm27853	RN7SL322P
Gm27853	RN7SL200P
Gm27853	RN7SL237P
Gm27853	RN7SL461P
Gm27853	RN7SL344P
Gm27853	RN7SL568P
Gm27853	RN7SL786P
Gm27853	RN7SL368P
Gm27853	RN7SL189P
Gm27853	RN7SL807P
Gm27853	RN7SL317P
Gm27853	RN7SL451P
Gm27853	RN7SL583P
Gm27853	RN7SL297P
Gm27853	RN7SL299P
Gm27853	RN7SL685P
Gm27853	RN7SL782P
Gm27853	RN7SL180P
Gm27853	RN7SL513P
Gm27853	RN7SL36P
Gm27853	RN7SL731P
Gm27853	RN7SL252P
Gm27853	RN7SL520P
Gm7697	POTEI
Gm7697	POTEJ
Gm7697	POTEE
2310007B03Rik	MAB21L4
Hlf	HLF
Gm25320	RN7SKP68
Gm22597	RNU6-958P
Nanp	NANP
Trnp1	TRNP1
Fam174a	FAM174A
Glb1l	GLB1L
Gm26002	RNU6-637P
Wdr66	WDR66
Rapgef4	RAPGEF4
Gm22538	RN7SKP248
Snora23	SNORA23
Cerk	CERK
Zfp354c	ZNF354C
Eif4e2	EIF4E2
Heatr1	HEATR1
Snrpf	SNRPF
Blzf1	BLZF1
Raph1	RAPH1
Gm22505	RNU6-36P
Ints7	INTS7
Kctd18	KCTD18
Nat9	NAT9
Gm22708	RNU6-164P
Alg3	ALG3
Dffa	DFFA
Eif2b5	EIF2B5
Gm23483	RNU6-389P
Gm23483	RNU6-388P
Gm22344	RN7SKP111
Gm25081	RNU6-45P
Tmem233	TMEM233
Gm23642	RN7SKP179
Grcc10	C12orf57
Fam181a	FAM181A
Gm22063	RNU6-378P
Pigm	PIGM
Copa	COPA
Gorab	GORAB
Aunip	AUNIP
Mbnl1	MBNL1
Abhd16b	ABHD16B
Rwdd2a	RWDD2A
Ndufb11	NDUFB11
Ifit1bl2	IFIT1B
Gm22338	SNORA75B
Gm25104	RNU4-34P
Gm22543	RNU6-859P
Gm22543	RNU6-759P
Pole	POLE
Mpo	MPO
Gjc2	GJC2
Tuba3b	TUBA3D
Gm22080	RNU6-892P
Rack1	RACK1
Fam83d	FAM83D
Gm25149	MIR544A
Hoxa1	HOXA1
Gm23499	RN7SKP66
Gm22388	RN7SKP285
Gm24497	RNU2-2P
Gucy1a2	GUCY1A2
Rbm8a	RBM8A
Prdx6b	PRDX6
Nup107	NUP107
Cnnm3	CNNM3
Gm25821	SNORA21
Ssx9	SSX5
Ssx9	SSX1
Gm26132	SNORA57
Ahcyl2	AHCYL2
Parp1	PARP1
Mir193a	MIR193A
Bmpr2	BMPR2
Sntb1	SNTB1
Dgkb	DGKB
Gm648	CT45A1
Gm648	CT45A3
Gm648	CT45A5
Gm648	CT45A6
Gm648	CT45A2
Gm648	CT45A7
Gm648	CT45A8
Gm648	CT45A9
Gm648	CT45A10
Gm648	SAGE1
P2ry1	P2RY1
Gm25926	RNU1-43P
Aida	AIDA
Sp3	SP3
Dlx2	DLX2
Wasl	WASL
Gm23194	RNU6-141P
Ribc1	RIBC1
Ephb3	EPHB3
Snora62	SNORA62
Grk2	GRK2
Brsk2	BRSK2
Dvl3	DVL3
Zfp180	ZNF180
Gm24524	RNU1-72P
C4bp	C4BPA
Cyp2j13	CYP2J2
Hlx	HLX
Psmd9	PSMD9
Psg26	PSG9
Wnt9a	WNT9A
Lnx1	LNX1
Snrnp200	SNRNP200
Klkb1	KLKB1
Celf3	CELF3
Cwf19l2	CWF19L2
Rbbp9	RBBP9
Cenpl	CENPL
Incenp	INCENP
Gm23955	RNU6-1161P
Extl2	EXTL2
Gm20604	GON7
Fcgr2b	FCGR2A
Fcgr2b	FCGR2C
Fcgr2b	FCGR2B
Gm24940	RNU6ATAC14P
Mvk	MVK
Hey2	HEY2
Agk	AGK
Gm26121	RNU1-73P
Gm24073	RNU6-728P
Brpf3	BRPF3
Gm11492	C17orf47
Chm	CHM
Gm22794	RN7SKP7
Defb22	DEFB121
Rgs10	RGS10
Nrf1	NRF1
Gm22567	RN7SL230P
Hoxc4	HOXC4
Gm22664	RN7SKP233
1110012L19Rik	CXorf40A
Moap1	MOAP1
Gm26017	RNU6-1143P
Ndufv1	NDUFV1
Ifit1	IFIT1B
Nvl	NVL
Gm23515	RNU6-955P
Kmo	KMO
Gns	GNS
Neu2	NEU2
Slc2a13	SLC2A13
Zfp454	ZNF454
Psg17	PSG9
Dcn	DCN
Gm25258	RNU6-1089P
Gm25258	RNU6-198P
Ndufab1	NDUFAB1
Gm22287	RNU6-1234P
Mir103-2	MIR103A2
Tex13a	TEX13B
Igf1	IGF1
Gm23046	RN7SKP248
Mfsd5	MFSD5
Gm38100	BECN2
Marc1	MARC1
Sp9	SP9
Satb2	SATB2
Clec9a	CLEC9A
Eppin	EPPIN-WFDC6
Eppin	EPPIN
Gm24749	RN7SKP43
Il10	IL10
Cyp4v3	CYP4V2
Gm25301	MIR378B
Gm25301	MIR378D2
Golt1a	GOLT1A
Zfp641	ZNF641
Dnajc9	DNAJC9
Arhgef11	ARHGEF11
Teddm1b	TEDDM1
Gm12695	C1orf87
Glipr1l1	GLIPR1L1
Cnppd1	CNPPD1
Iqca	IQCA1
Abca3	ABCA3
Plxna2	PLXNA2
Napepld	NAPEPLD
Slc41a1	SLC41A1
Hat1	HAT1
Olfm3	OLFM3
Clip1	CLIP1
Chpt1	CHPT1
Zfp385b	ZNF385B
Gm25652	RNU6-145P
Psg19	PSG9
Rnf2	RNF2
Mettl17	METTL17
Emilin3	EMILIN3
Fbxo48	FBXO48
Sept4	SEPT4
Trim52	TRIM52
Camk2n2	CAMK2N2
Gm23464	RNU1-31P
Gm23464	RNU1-80P
Gm23464	RNU1-84P
B3galnt2	B3GALNT2
Usp37	USP37
Tbx19	TBX19
Gm24907	SNORA11
Susd4	SUSD4
Gpr37	GPR37
Shank1	SHANK1
Gm22455	SNORD18C
Zfp593	ZNF593
Cngb1	CNGB1
Scarna10	SCARNA10
Xrcc1	XRCC1
Lrrc43	LRRC43
Tsc22d3	TSC22D3
Ciao1	CIAO1
Rfc5	RFC5
Diexf	UTP25
Arid5a	ARID5A
Gm24614	RNU6-656P
Gm24878	RNU6-365P
Syt11	SYT11
Fzd5	FZD5
Dscaml1	DSCAML1
Rab3gap2	RAB3GAP2
Alpi	ALPP
Alpi	ALPG
Alpi	ALPI
Clcn3	CLCN3
Art4	ART4
Scgb1a1	SCGB1A1
Aaas	AAAS
Iqsec2	IQSEC2
Slc36a3	SLC36A3
Gm25082	RN7SKP70
Cst9	CST9L
Tfpi	TFPI
Mmgt1	MMGT1
Scarna2	SCARNA2
Fam72a	FAM72A
Fzd7	FZD7
Atp5h	ATP5PD
Gm23039	RNU1-17P
Ceacam3	PSG9
Gm24265	RNU4-1
Gm23024	RN7SKP31
Gm23024	RN7SKP24
Gm23024	RN7SKP238
Ccdc65	CCDC65
Psg28	PSG9
Tm4sf20	TM4SF20
Gm24441	RN7SKP293
Gm24441	RN7SKP76
Gm24441	RN7SKP292
Gm24441	RN7SKP55
Elovl3	ELOVL3
Cnbp	CNBP
Tmtc3	TMTC3
BC048403	C12orf66
Tmem33	TMEM33
Cfap44	CFAP44
Ptprr	PTPRR
Hist1h4d	HIST4H4
Tradd	TRADD
Zfp647	ZNF250
Gm22822	RNU6-1
Gpr33	GPR33
Cnot2	CNOT2
Clns1a	CLNS1A
Sned1	SNED1
Creb1	CREB1
Rgs7	RGS7
Mir342	MIR342
Dlg1	DLG1
Mir3096	SNORD93
Gm24419	RN7SKP157
Spib	SPIB
Gm24842	RNU6-1045P
Smarcd3	SMARCD3
Tlx2	TLX2
Gm24261	RNU6-48P
Gm24261	RNU6-27P
Nfkb2	NFKB2
Abcb6	ABCB6
Ncapg2	NCAPG2
Tgfb1i1	TGFB1I1
Snord89	SNORD89
Cdr1	CDR1
Paqr7	PAQR7
Lin7a	LIN7A
Ppp1r1c	PPP1R1C
Snord42b	SNORD42B
Adcy10	ADCY10
Gm20814	SYCP3
Camkk2	CAMKK2
Zfp811	ZNF878
Zfp811	ZNF844
Usp44	USP44
Cfc1	CFC1B
Cfc1	CFC1
Hdx	HDX
Mir200a	MIR200A
Gpr137b	GPR137B
Mettl21a	METTL21A
Selp	SELP
Mir29a	MIR29A
Mfap3l	MFAP3L
Mir23b	MIR23B
Trhde	TRHDE
Gm23022	RNU2-46P
Mir122	MIR122
Plcl1	PLCL1
Spats2l	SPATS2L
Sele	SELE
Mir151	MIR151A
Mir511	MIR511
Ceacam19	CEACAM19
Olfr288	OR10AD1
Trim63	TRIM63
Kera	KERA
Slc5a8	SLC5A8
Gm25709	RNU6-2
Gm25709	RNU6-9
Gm22728	SCARNA22
Prg4	PRG4
BC017158	C16orf58
Igsf23	IGSF23
Sgcb	SGCB
Slc35d1	SLC35D1
Mfsd1	MFSD1
Gm22818	RNU6-757P
Xlr3c	FAM9A
Xlr3c	FAM9B
Gm25629	RNU6-1270P
Htr7	HTR7
Selplg	SELPLG
Hpf1	HPF1
Speg	SPEG
Ypel2	YPEL2
Mir504	MIR504
Angel2	ANGEL2
Wdr43	WDR43
C1rb	C1R
Aak1	AAK1
Naa40	NAA40
Bcam	BCAM
Hoxd12	HOXD12
Snord11	SNORD11
Hoxd9	HOXD9
Prlh	PRLH
D930020B18Rik	C12orf56
Cysltr1	CYSLTR1
Crygn	CRYGN
Orai1	ORAI1
Adamts4	ADAMTS4
Otud4	OTUD4
Hhipl2	HHIPL2
Cmpk2	CMPK2
Gm23217	RNU6-5P
Fsd2	FSD2
Gm23113	RNU6-665P
Gm23113	RNU6-259P
Rpgr	RPGR
Ovol3	OVOL3
Gm25054	RNU6-461P
Prok1	PROK1
Snora34	SNORA2C
Ppie	PPIE
Gm22446	RNU6-154P
Gm24142	RNU6-708P
Map10	MAP10
Tiparp	TIPARP
Hoxc5	HOXC5
Itga4	ITGA4
Fam126b	FAM126B
Slc45a3	SLC45A3
Exoc3l	EXOC3L1
Gm23537	RN7SKP12
Crabp2	CRABP2
Fam120a	FAM120A
Golm1	GOLM1
Gk2	GK2
Gm24407	RNU4-2
Cep350	CEP350
Gm24763	RNU2-36P
Psmd1	PSMD1
Tvp23a	TVP23A
Gm24430	RNU6-1044P
Psph	PSPH
Gm24015	RN7SKP254
Plac1	PLAC1
Hip1r	HIP1R
Fezf1	FEZF1
Plpp4	PLPP4
Gm29866	SYCP3
Pex11b	PEX11B
Kif1a	KIF1A
Lurap1	LURAP1
Gm20715	SMIM17
Gimd1	GIMD1
Gm25835	SNORD10
Atf5	ATF5
Snord37	SNORD37
Hfe2	HJV
Gpr15	GPR15
Pmch	PMCH
Adora1	ADORA1
Nenf	NENF
Pxmp2	PXMP2
Golga3	GOLGA3
Tpr	TPR
Usp21	USP21
Helq	HELQ
Tgm1	TGM1
Map1lc3b	MAP1LC3B
Lrrc45	LRRC45
Loxl3	LOXL3
Gnptab	GNPTAB
Nap1l4	NAP1L4
Lrrc23	LRRC23
Gltp	GLTP
Gm25600	RNU6-931P
Gm22502	RNU6-511P
Slc19a3	SLC19A3
Kcna10	KCNA10
Gm22170	RNU6-5P
Mir326	MIR326
Pgam5	PGAM5
Ccdc150	CCDC150
Mir494	MIR494
Gm27521	RNU7-167P
Tns3	TNS3
Rab29	RAB29
Pabpc4	PABPC4
Csad	CSAD
Capn2	CAPN2
Snord71	SNORD71
Espnl	ESPNL
Plpp7	PLPP7
2310033P09Rik	C1orf35
Scyl2	SCYL2
Tmigd3	TMIGD3
Chil1	CHI3L1
Gm22288	RNU6-2
Gm22288	RNU6-9
Cfap36	CFAP36
Gm25080	RNU6-23P
Sft2d3	SFT2D3
Lpo	LPO
Dcun1d4	DCUN1D4
Cox8b	COX8C
Myog	MYOG
Strip2	STRIP2
Cdc25a	CDC25A
Gm24697	RNU6-402P
Gm24697	RNU6-946P
Gm23604	SNORA17A
Gm23734	SNORD8
Zfp871	ZNF878
Zfp871	ZNF844
Polr3f	POLR3F
Evx2	EVX2
Ppox	PPOX
Nudt17	NUDT17
Gm23470	RNU1-88P
Gm23470	RNU1-38P
Snord93	SNORD93
Gm24119	SNORA53
Gm26044	RNU6ATAC18P
Pno1	PNO1
Plxnd1	PLXND1
Gm26011	RNU6-171P
Fam71e1	FAM71E1
Prdm8	PRDM8
4930522H14Rik	C1orf185
Gm23202	SNORA27
Alg1	ALG1L2
Olfr183	OR5H14
Olfr183	OR5H1
Olfr183	OR5H15
Olfr183	OR5H6
Olfr183	OR5H2
Olfr183	OR5H8
Ptgdr	PTGDR
Gm25371	RNU6-973P
Gm25371	RNU6-1229P
Gm25371	RNU6-1126P
Frs2	FRS2
Hoxa2	HOXA2
Akt3	AKT3
Prdm9	PRDM7
Med25	MED25
Gm23275	RNU6-531P
Ficd	FICD
Ccdc34	CCDC34
Gm23850	RNU1-141P
Des	DES
Nfe2	NFE2
Gm23704	RN7SKP136
Gm22701	RN7SL838P
Gm26449	RNU6-213P
Rnf11	RNF11
Gm23003	RNU6-153P
Smpdl3b	SMPDL3B
Gm438	AADACL4
Hsf5	HSF5
Fcgr4	FCGR3A
Fcgr4	FCGR3B
Mir199a-1	MIR199A1
Amer3	AMER3
Zfp202	ZNF202
Mgat4c	MGAT4C
Ung	UNG
Arfrp1	ARFRP1
Gm23207	RNU6-510P
Arl6ip4	ARL6IP4
Efcab5	EFCAB5
Dtd2	DTD2
Ism2	ISM2
Mir532	MIR532
Scn4b	SCN4B
Tbc1d17	TBC1D17
Olfr187	OR5H14
Olfr187	OR5H1
Olfr187	OR5H15
Olfr187	OR5H6
Olfr187	OR5H2
Olfr187	OR5H8
Twist2	TWIST2
Meox2	MEOX2
Usp2	USP2
Hoxc13	HOXC13
Tsen54	TSEN54
Gm25985	RNU6-395P
Fggy	FGGY
Armc7	ARMC7
G0s2	G0S2
Disp1	DISP1
Copz1	COPZ1
Zfp605	ZNF605
Heatr5a	HEATR5A
Slc4a3	SLC4A3
Prps1l3	PRPS1
Gm5935	SYCP3
Gm22829	RNU6-1080P
Zdhhc15	ZDHHC15
Zcrb1	ZCRB1
Slc26a5	SLC26A5
Cep170	CEP170
Trh	TRH
Piwil1	PIWIL1
Dcst1	DCST1
Tbl1xr1	TBL1XR1
Ninj1	NINJ1
Zfand2b	ZFAND2B
Rnpc3	RNPC3
Ncoa4	NCOA4
Fbxo21	FBXO21
Slc35f6	SLC35F6
Pinlyp	PINLYP
Anxa4	ANXA4
Ppp1r12a	PPP1R12A
Aup1	AUP1
Mpzl1	MPZL1
Exoc8	EXOC8
Scn9a	SCN9A
Gm38392	RHBG
1810013L24Rik	C16orf72
Ifit2	IFIT2
Nhlh1	NHLH1
Gm23209	RNU6-914P
